plasmid_id,plasmid_name,TGframe,orf_frame,strand,start,stop,length_aa,overlap,has_promoter,has_polyA,dist_promoter,dist_polyA,expressible,is_risk
183606,pPyPGK-HA-EGFP-Myc-TM-IRES-Pac,1,2,+,1052,2128,359,spanning_target_gene,TRUE,TRUE,34,1313,TRUE,FALSE
183606,pPyPGK-HA-EGFP-Myc-TM-IRES-Pac,-,2,+,2744,3355,204,outside_target_gene,TRUE,TRUE,1726,86,FALSE,FALSE
183606,pPyPGK-HA-EGFP-Myc-TM-IRES-Pac,-,3,+,798,1202,135,outside_target_gene,TRUE,TRUE,3035,2239,FALSE,FALSE
183606,pPyPGK-HA-EGFP-Myc-TM-IRES-Pac,-,2,-,5219,6079,287,outside_target_gene,TRUE,TRUE,1137,592,FALSE,FALSE
183606,pPyPGK-HA-EGFP-Myc-TM-IRES-Pac,-,2,-,2657,3406,250,outside_target_gene,TRUE,TRUE,1639,35,FALSE,FALSE
183652,NES-EGFP-PH-BTKx2,1,1,+,601,2454,618,spanning_target_gene,TRUE,TRUE,32,129,TRUE,FALSE
183652,NES-EGFP-PH-BTKx2,-,1,+,4507,4956,150,outside_target_gene,TRUE,TRUE,849,3423,FALSE,FALSE
183652,NES-EGFP-PH-BTKx2,-,2,+,3692,4486,265,outside_target_gene,TRUE,TRUE,34,231,FALSE,FALSE
183652,NES-EGFP-PH-BTKx2,-,3,+,3864,4250,129,outside_target_gene,TRUE,TRUE,206,467,FALSE,FALSE
183652,NES-EGFP-PH-BTKx2,-,3,-,4001,4537,179,outside_target_gene,TRUE,TRUE,343,180,FALSE,FALSE
183605,pPyCAG-HA-EGFP-Myc-TM-IRES-Pac,-,1,+,1930,2250,107,outside_target_gene,TRUE,TRUE,4211,2328,FALSE,FALSE
183605,pPyCAG-HA-EGFP-Myc-TM-IRES-Pac,-,2,+,746,1081,112,outside_target_gene,TRUE,TRUE,3027,3497,FALSE,FALSE
183605,pPyCAG-HA-EGFP-Myc-TM-IRES-Pac,1,2,+,2090,3265,392,spanning_target_gene,TRUE,TRUE,4371,1313,TRUE,FALSE
183605,pPyCAG-HA-EGFP-Myc-TM-IRES-Pac,-,2,+,3881,4492,204,outside_target_gene,TRUE,TRUE,6162,86,FALSE,FALSE
183605,pPyCAG-HA-EGFP-Myc-TM-IRES-Pac,-,1,-,1798,2097,100,outside_target_gene,TRUE,TRUE,4079,2481,FALSE,FALSE
183605,pPyCAG-HA-EGFP-Myc-TM-IRES-Pac,-,1,-,1048,1791,248,outside_target_gene,TRUE,TRUE,3329,2787,FALSE,FALSE
183605,pPyCAG-HA-EGFP-Myc-TM-IRES-Pac,-,3,-,6356,7216,287,outside_target_gene,TRUE,TRUE,1137,592,FALSE,FALSE
183605,pPyCAG-HA-EGFP-Myc-TM-IRES-Pac,-,3,-,3794,4543,250,outside_target_gene,TRUE,TRUE,6075,35,FALSE,FALSE
183617,pPyCAG-NE-EGFP-IRES-Pac,1,1,+,1930,3087,386,spanning_target_gene,TRUE,TRUE,4211,1319,TRUE,FALSE
183617,pPyCAG-NE-EGFP-IRES-Pac,-,1,+,3709,4320,204,outside_target_gene,TRUE,TRUE,5990,86,FALSE,FALSE
183617,pPyCAG-NE-EGFP-IRES-Pac,-,2,+,746,1174,143,outside_target_gene,TRUE,TRUE,3027,3232,FALSE,FALSE
183617,pPyCAG-NE-EGFP-IRES-Pac,-,2,-,6184,7044,287,outside_target_gene,TRUE,TRUE,1137,592,FALSE,FALSE
183617,pPyCAG-NE-EGFP-IRES-Pac,-,2,-,3622,4371,250,outside_target_gene,TRUE,TRUE,5903,35,FALSE,FALSE
183617,pPyCAG-NE-EGFP-IRES-Pac,-,2,-,1798,2097,100,outside_target_gene,TRUE,TRUE,4079,2309,FALSE,FALSE
183617,pPyCAG-NE-EGFP-IRES-Pac,-,2,-,1246,1791,182,outside_target_gene,TRUE,TRUE,3527,2615,FALSE,FALSE
183651,NES-EGFP-PH-BTKx1,-,1,+,3346,3732,129,outside_target_gene,TRUE,TRUE,206,467,FALSE,FALSE
183651,NES-EGFP-PH-BTKx1,1,2,+,617,1936,440,spanning_target_gene,TRUE,TRUE,32,129,TRUE,FALSE
183651,NES-EGFP-PH-BTKx1,-,2,+,3989,4438,150,outside_target_gene,TRUE,TRUE,849,2889,FALSE,FALSE
183651,NES-EGFP-PH-BTKx1,-,3,+,3174,3968,265,outside_target_gene,TRUE,TRUE,34,231,FALSE,FALSE
183651,NES-EGFP-PH-BTKx1,-,2,-,3483,4019,179,outside_target_gene,TRUE,TRUE,343,180,FALSE,FALSE
183656,SopB(C460S)-EGFP,-,1,+,4441,4827,129,outside_target_gene,TRUE,TRUE,206,467,FALSE,FALSE
183656,SopB(C460S)-EGFP,-,2,+,5084,5533,150,outside_target_gene,TRUE,TRUE,849,4028,FALSE,FALSE
183656,SopB(C460S)-EGFP,1,3,+,609,3038,810,spanning_target_gene,TRUE,TRUE,68,122,TRUE,FALSE
183656,SopB(C460S)-EGFP,-,3,+,4269,5063,265,outside_target_gene,TRUE,TRUE,34,231,FALSE,FALSE
183656,SopB(C460S)-EGFP,-,3,-,4578,5114,179,outside_target_gene,TRUE,TRUE,343,180,FALSE,FALSE
183656,SopB(C460S)-EGFP,-,3,-,1041,1373,111,outside_target_gene,TRUE,TRUE,500,1787,FALSE,FALSE
183655,SopB-EGFP,-,1,+,5125,5574,150,outside_target_gene,TRUE,TRUE,849,4028,FALSE,FALSE
183655,SopB-EGFP,1,2,+,650,3079,810,spanning_target_gene,TRUE,TRUE,68,122,TRUE,FALSE
183655,SopB-EGFP,-,2,+,4310,5104,265,outside_target_gene,TRUE,TRUE,34,231,FALSE,FALSE
183655,SopB-EGFP,-,3,+,4482,4868,129,outside_target_gene,TRUE,TRUE,206,467,FALSE,FALSE
183655,SopB-EGFP,-,1,-,4619,5155,179,outside_target_gene,TRUE,TRUE,343,180,FALSE,FALSE
183655,SopB-EGFP,-,1,-,1082,1414,111,outside_target_gene,TRUE,TRUE,500,1787,FALSE,FALSE
183659,EGFP-SopB(K525A),1,1,+,628,3090,821,spanning_target_gene,TRUE,TRUE,44,129,TRUE,FALSE
183659,EGFP-SopB(K525A),-,1,+,5143,5592,150,outside_target_gene,TRUE,TRUE,849,4044,FALSE,FALSE
183659,EGFP-SopB(K525A),-,2,+,4328,5122,265,outside_target_gene,TRUE,TRUE,34,231,FALSE,FALSE
183659,EGFP-SopB(K525A),-,3,+,4500,4886,129,outside_target_gene,TRUE,TRUE,206,467,FALSE,FALSE
183659,EGFP-SopB(K525A),-,1,-,1837,2169,111,outside_target_gene,TRUE,TRUE,1253,1050,FALSE,FALSE
183659,EGFP-SopB(K525A),-,3,-,4637,5173,179,outside_target_gene,TRUE,TRUE,343,180,FALSE,FALSE
183657,EGFP-SopB,-,1,+,4534,4920,129,outside_target_gene,TRUE,TRUE,206,467,FALSE,FALSE
183657,EGFP-SopB,1,2,+,662,3124,821,spanning_target_gene,TRUE,TRUE,44,129,TRUE,FALSE
183657,EGFP-SopB,-,2,+,5177,5626,150,outside_target_gene,TRUE,TRUE,849,4044,FALSE,FALSE
183657,EGFP-SopB,-,3,+,4362,5156,265,outside_target_gene,TRUE,TRUE,34,231,FALSE,FALSE
183657,EGFP-SopB,-,2,-,4671,5207,179,outside_target_gene,TRUE,TRUE,343,180,FALSE,FALSE
183657,EGFP-SopB,-,3,-,1871,2203,111,outside_target_gene,TRUE,TRUE,1253,1050,FALSE,FALSE
183658,EGFP-SopB(C460S),-,1,+,4495,4881,129,outside_target_gene,TRUE,TRUE,206,467,FALSE,FALSE
183658,EGFP-SopB(C460S),1,2,+,623,3085,821,spanning_target_gene,TRUE,TRUE,44,129,TRUE,FALSE
183658,EGFP-SopB(C460S),-,2,+,5138,5587,150,outside_target_gene,TRUE,TRUE,849,4044,FALSE,FALSE
183658,EGFP-SopB(C460S),-,3,+,4323,5117,265,outside_target_gene,TRUE,TRUE,34,231,FALSE,FALSE
183658,EGFP-SopB(C460S),-,2,-,4632,5168,179,outside_target_gene,TRUE,TRUE,343,180,FALSE,FALSE
183658,EGFP-SopB(C460S),-,3,-,1832,2164,111,outside_target_gene,TRUE,TRUE,1253,1050,FALSE,FALSE
183660,EGFP-SopB(K528A),-,1,+,4498,4884,129,outside_target_gene,TRUE,TRUE,206,467,FALSE,FALSE
183660,EGFP-SopB(K528A),1,2,+,626,3088,821,spanning_target_gene,TRUE,TRUE,44,129,TRUE,FALSE
183660,EGFP-SopB(K528A),-,2,+,5141,5590,150,outside_target_gene,TRUE,TRUE,849,4044,FALSE,FALSE
183660,EGFP-SopB(K528A),-,3,+,4326,5120,265,outside_target_gene,TRUE,TRUE,34,231,FALSE,FALSE
183660,EGFP-SopB(K528A),-,2,-,4635,5171,179,outside_target_gene,TRUE,TRUE,343,180,FALSE,FALSE
183660,EGFP-SopB(K528A),-,3,-,1835,2167,111,outside_target_gene,TRUE,TRUE,1253,1050,FALSE,FALSE
183662,EGFP-SopB(33-520),-,1,+,4102,4896,265,outside_target_gene,TRUE,TRUE,34,231,FALSE,FALSE
183662,EGFP-SopB(33-520),-,2,+,4274,4660,129,outside_target_gene,TRUE,TRUE,206,467,FALSE,FALSE
183662,EGFP-SopB(33-520),1,3,+,615,2864,750,spanning_target_gene,TRUE,TRUE,44,129,TRUE,FALSE
183662,EGFP-SopB(33-520),-,3,+,4917,5366,150,outside_target_gene,TRUE,TRUE,849,3831,FALSE,FALSE
183662,EGFP-SopB(33-520),-,1,-,4411,4947,179,outside_target_gene,TRUE,TRUE,343,180,FALSE,FALSE
183662,EGFP-SopB(33-520),-,2,-,1731,2063,111,outside_target_gene,TRUE,TRUE,1160,930,FALSE,FALSE
183661,EGFP-SopB(33-554),-,1,+,4204,4998,265,outside_target_gene,TRUE,TRUE,34,231,FALSE,FALSE
183661,EGFP-SopB(33-554),-,2,+,4376,4762,129,outside_target_gene,TRUE,TRUE,206,467,FALSE,FALSE
183661,EGFP-SopB(33-554),1,3,+,618,2966,783,spanning_target_gene,TRUE,TRUE,44,129,TRUE,FALSE
183661,EGFP-SopB(33-554),-,3,+,5019,5468,150,outside_target_gene,TRUE,TRUE,849,3930,FALSE,FALSE
183661,EGFP-SopB(33-554),-,1,-,4513,5049,179,outside_target_gene,TRUE,TRUE,343,180,FALSE,FALSE
183661,EGFP-SopB(33-554),-,2,-,1734,2066,111,outside_target_gene,TRUE,TRUE,1160,1029,FALSE,FALSE
183664,EGFP-SopB(172-554),1,1,+,613,2544,644,spanning_target_gene,TRUE,TRUE,44,129,TRUE,FALSE
183664,EGFP-SopB(172-554),-,1,+,4597,5046,150,outside_target_gene,TRUE,TRUE,849,3513,FALSE,FALSE
183664,EGFP-SopB(172-554),-,2,+,3782,4576,265,outside_target_gene,TRUE,TRUE,34,231,FALSE,FALSE
183664,EGFP-SopB(172-554),-,3,+,3954,4340,129,outside_target_gene,TRUE,TRUE,206,467,FALSE,FALSE
183664,EGFP-SopB(172-554),-1,1,-,598,1644,349,spanning_target_gene,TRUE,TRUE,29,1029,TRUE,TRUE
183664,EGFP-SopB(172-554),-,3,-,4091,4627,179,outside_target_gene,TRUE,TRUE,343,180,FALSE,FALSE
183663,EGFP-SopB(68-554),1,1,+,625,2868,748,spanning_target_gene,TRUE,TRUE,44,129,TRUE,FALSE
183663,EGFP-SopB(68-554),-,1,+,4921,5370,150,outside_target_gene,TRUE,TRUE,849,3825,FALSE,FALSE
183663,EGFP-SopB(68-554),-,2,+,4106,4900,265,outside_target_gene,TRUE,TRUE,34,231,FALSE,FALSE
183663,EGFP-SopB(68-554),-,3,+,4278,4664,129,outside_target_gene,TRUE,TRUE,206,467,FALSE,FALSE
183663,EGFP-SopB(68-554),-,1,-,1636,1968,111,outside_target_gene,TRUE,TRUE,1055,1029,FALSE,FALSE
183663,EGFP-SopB(68-554),-1,1,-,610,1425,272,spanning_target_gene,TRUE,TRUE,29,1572,TRUE,TRUE
183663,EGFP-SopB(68-554),-,3,-,4415,4951,179,outside_target_gene,TRUE,TRUE,343,180,FALSE,FALSE
183668,pUG36-NES-EGFP-cPHx3,-,2,+,410,1213,268,outside_target_gene,TRUE,TRUE,0,789,FALSE,FALSE
183668,pUG36-NES-EGFP-cPHx3,-,2,+,4130,4477,116,outside_target_gene,TRUE,TRUE,2145,4826,FALSE,FALSE
183668,pUG36-NES-EGFP-cPHx3,-,3,+,2385,2768,128,outside_target_gene,TRUE,TRUE,400,6535,FALSE,FALSE
183668,pUG36-NES-EGFP-cPHx3,-,3,+,2892,3275,128,outside_target_gene,TRUE,TRUE,907,6028,FALSE,FALSE
183668,pUG36-NES-EGFP-cPHx3,-,1,-,1811,2134,108,outside_target_gene,TRUE,TRUE,1401,7169,FALSE,FALSE
183668,pUG36-NES-EGFP-cPHx3,-,2,-,5728,6588,287,outside_target_gene,TRUE,TRUE,1082,2715,FALSE,FALSE
183668,pUG36-NES-EGFP-cPHx3,-,2,-,445,921,159,outside_target_gene,TRUE,TRUE,35,1081,FALSE,FALSE
183668,pUG36-NES-EGFP-cPHx3,1,3,-,2301,4121,607,spanning_target_gene,TRUE,TRUE,316,5182,TRUE,FALSE
183665,EGFP-SopB(211-554),-,1,+,3826,4212,129,outside_target_gene,TRUE,TRUE,206,467,FALSE,FALSE
183665,EGFP-SopB(211-554),1,2,+,602,2416,605,spanning_target_gene,TRUE,TRUE,44,129,TRUE,FALSE
183665,EGFP-SopB(211-554),-,2,+,4469,4918,150,outside_target_gene,TRUE,TRUE,849,3396,FALSE,FALSE
183665,EGFP-SopB(211-554),-,3,+,3654,4448,265,outside_target_gene,TRUE,TRUE,34,231,FALSE,FALSE
183665,EGFP-SopB(211-554),-,2,-,3963,4499,179,outside_target_gene,TRUE,TRUE,343,180,FALSE,FALSE
183665,EGFP-SopB(211-554),-1,3,-,587,1516,310,spanning_target_gene,TRUE,TRUE,29,1029,TRUE,TRUE
183674,His6-EGFP-cPHx1,1,2,+,5066,6367,434,spanning_target_gene,TRUE,TRUE,68,27,TRUE,FALSE
183674,His6-EGFP-cPHx1,-,3,+,2733,3101,123,outside_target_gene,TRUE,TRUE,4203,3293,FALSE,FALSE
183674,His6-EGFP-cPHx1,-,1,-,4342,4842,167,outside_target_gene,TRUE,TRUE,5812,1552,FALSE,FALSE
183674,His6-EGFP-cPHx1,-,2,-,3510,4469,320,outside_target_gene,TRUE,TRUE,4980,1925,FALSE,FALSE
183674,His6-EGFP-cPHx1,-,2,-,558,1373,272,outside_target_gene,TRUE,TRUE,2028,5021,FALSE,FALSE
183674,His6-EGFP-cPHx1,-,3,-,5900,6283,128,outside_target_gene,TRUE,TRUE,902,111,FALSE,FALSE
183674,His6-EGFP-cPHx1,-,3,-,3098,3454,119,outside_target_gene,TRUE,TRUE,4568,2940,FALSE,FALSE
183667,EGFP-IpgD(C439S),1,1,+,628,3024,799,spanning_target_gene,TRUE,TRUE,44,129,TRUE,FALSE
183667,EGFP-IpgD(C439S),-,1,+,5077,5526,150,outside_target_gene,TRUE,TRUE,849,3978,FALSE,FALSE
183667,EGFP-IpgD(C439S),-,2,+,4262,5056,265,outside_target_gene,TRUE,TRUE,34,231,FALSE,FALSE
183667,EGFP-IpgD(C439S),-,3,+,4434,4820,129,outside_target_gene,TRUE,TRUE,206,467,FALSE,FALSE
183667,EGFP-IpgD(C439S),-1,1,-,613,1434,274,spanning_target_gene,TRUE,TRUE,29,1719,TRUE,TRUE
183667,EGFP-IpgD(C439S),-,3,-,4571,5107,179,outside_target_gene,TRUE,TRUE,343,180,FALSE,FALSE
183666,EGFP-IpgD,1,1,+,622,3018,799,spanning_target_gene,TRUE,TRUE,44,129,TRUE,FALSE
183666,EGFP-IpgD,-,1,+,5071,5520,150,outside_target_gene,TRUE,TRUE,849,3978,FALSE,FALSE
183666,EGFP-IpgD,-,2,+,4256,5050,265,outside_target_gene,TRUE,TRUE,34,231,FALSE,FALSE
183666,EGFP-IpgD,-,3,+,4428,4814,129,outside_target_gene,TRUE,TRUE,206,467,FALSE,FALSE
183666,EGFP-IpgD,-1,1,-,607,1428,274,spanning_target_gene,TRUE,TRUE,29,1719,TRUE,TRUE
183666,EGFP-IpgD,-,3,-,4565,5101,179,outside_target_gene,TRUE,TRUE,343,180,FALSE,FALSE
183669,pUG34-NES-EGFP-cPHx3,-,1,+,1669,2529,287,outside_target_gene,TRUE,TRUE,0,3477,FALSE,FALSE
183669,pUG34-NES-EGFP-cPHx3,1,2,+,4136,5956,607,spanning_target_gene,TRUE,TRUE,6,50,TRUE,FALSE
183669,pUG34-NES-EGFP-cPHx3,-,3,+,6123,6446,108,outside_target_gene,TRUE,TRUE,1993,6944,FALSE,FALSE
183669,pUG34-NES-EGFP-cPHx3,-,1,-,7173,451,221,outside_target_gene,TRUE,TRUE,881,5555,FALSE,FALSE
183669,pUG34-NES-EGFP-cPHx3,-,1,-,3780,4127,116,outside_target_gene,TRUE,TRUE,50,1879,FALSE,FALSE
183669,pUG34-NES-EGFP-cPHx3,-,2,-,6905,7216,104,outside_target_gene,TRUE,TRUE,613,6174,FALSE,FALSE
183669,pUG34-NES-EGFP-cPHx3,-,2,-,5489,5872,128,outside_target_gene,TRUE,TRUE,1359,134,FALSE,FALSE
183669,pUG34-NES-EGFP-cPHx3,-,2,-,4982,5365,128,outside_target_gene,TRUE,TRUE,852,641,FALSE,FALSE
183701,AbVec_IGHC,1,1,+,1150,1929,260,spanning_target_gene,TRUE,TRUE,82,1065,TRUE,FALSE
183701,AbVec_IGHC,-,1,+,2332,2922,197,outside_target_gene,TRUE,TRUE,1264,72,FALSE,FALSE
183701,AbVec_IGHC,-,2,+,2864,3166,101,outside_target_gene,TRUE,TRUE,1796,6289,FALSE,FALSE
183701,AbVec_IGHC,-,2,+,4646,5506,287,outside_target_gene,TRUE,TRUE,0,3949,FALSE,FALSE
183701,AbVec_IGHC,3,3,+,1155,2225,357,spanning_target_gene,TRUE,TRUE,87,769,TRUE,TRUE
183701,AbVec_IGHC,-,1,-,3467,3784,106,outside_target_gene,TRUE,TRUE,2399,5671,FALSE,FALSE
183701,AbVec_IGHC,-,3,-,2247,2585,113,outside_target_gene,TRUE,TRUE,1179,409,FALSE,FALSE
183675,His6-EGFP-PH-PLCD1,1,1,+,4672,5880,403,spanning_target_gene,TRUE,TRUE,68,20,TRUE,FALSE
183675,His6-EGFP-PH-PLCD1,-,2,+,2339,2707,123,outside_target_gene,TRUE,TRUE,4103,3193,FALSE,FALSE
183675,His6-EGFP-PH-PLCD1,-,1,-,3116,4075,320,outside_target_gene,TRUE,TRUE,4880,1825,FALSE,FALSE
183675,His6-EGFP-PH-PLCD1,-,1,-,164,979,272,outside_target_gene,TRUE,TRUE,1928,4921,FALSE,FALSE
183675,His6-EGFP-PH-PLCD1,-,2,-,2704,3060,119,outside_target_gene,TRUE,TRUE,4468,2840,FALSE,FALSE
183675,His6-EGFP-PH-PLCD1,-,3,-,3948,4448,167,outside_target_gene,TRUE,TRUE,5712,1452,FALSE,FALSE
183703,AbVec_IGLC,1,1,+,1150,1926,259,spanning_target_gene,TRUE,TRUE,82,342,TRUE,FALSE
183703,AbVec_IGLC,-,2,+,3920,4780,287,outside_target_gene,TRUE,TRUE,0,3223,FALSE,FALSE
183703,AbVec_IGLC,3,3,+,1155,2018,288,spanning_target_gene,TRUE,TRUE,87,250,TRUE,TRUE
183703,AbVec_IGLC,-,1,-,2741,3058,106,outside_target_gene,TRUE,TRUE,1673,4945,FALSE,FALSE
183703,AbVec_IGLC,-3,1,-,1895,2200,102,partial_target_gene,TRUE,TRUE,827,68,TRUE,TRUE
183719,pMX-SHP1C/S-ires-mCD8,-,1,+,1102,1989,296,outside_target_gene,TRUE,TRUE,475,3318,FALSE,FALSE
183719,pMX-SHP1C/S-ires-mCD8,-,2,+,1952,3793,614,outside_target_gene,TRUE,TRUE,1325,1514,FALSE,FALSE
183719,pMX-SHP1C/S-ires-mCD8,1,3,+,4401,5240,280,spanning_target_gene,TRUE,TRUE,3774,67,TRUE,FALSE
183719,pMX-SHP1C/S-ires-mCD8,-,1,-,6952,7812,287,outside_target_gene,TRUE,TRUE,1052,134,FALSE,FALSE
183719,pMX-SHP1C/S-ires-mCD8,-,3,-,7709,106,104,outside_target_gene,TRUE,TRUE,1809,48,FALSE,FALSE
183702,AbVec_IGKC,1,1,+,1150,1929,260,spanning_target_gene,TRUE,TRUE,82,344,TRUE,FALSE
183702,AbVec_IGKC,-,1,+,3925,4785,287,outside_target_gene,TRUE,TRUE,0,3228,FALSE,FALSE
183702,AbVec_IGKC,3,3,+,1155,1973,273,spanning_target_gene,TRUE,TRUE,87,300,TRUE,TRUE
183702,AbVec_IGKC,-,3,-,2746,3063,106,outside_target_gene,TRUE,TRUE,1678,4950,FALSE,FALSE
183702,AbVec_IGKC,-1,3,-,1177,2268,364,spanning_target_gene,TRUE,TRUE,109,5,TRUE,TRUE
183723,pMXs-Sig10(M1)-Fc-IG,-,1,+,3829,4242,138,outside_target_gene,TRUE,TRUE,3213,1657,FALSE,FALSE
183723,pMXs-Sig10(M1)-Fc-IG,-,2,+,1577,1912,112,outside_target_gene,TRUE,TRUE,961,3987,FALSE,FALSE
183723,pMXs-Sig10(M1)-Fc-IG,-,2,+,4019,4516,166,outside_target_gene,TRUE,TRUE,3403,1383,FALSE,FALSE
183723,pMXs-Sig10(M1)-Fc-IG,1,2,+,5120,5851,244,spanning_target_gene,TRUE,TRUE,4504,48,TRUE,FALSE
183723,pMXs-Sig10(M1)-Fc-IG,-,3,+,1980,3740,587,outside_target_gene,TRUE,TRUE,1364,2159,FALSE,FALSE
183723,pMXs-Sig10(M1)-Fc-IG,-,1,-,3790,4125,112,outside_target_gene,TRUE,TRUE,3174,1774,FALSE,FALSE
183723,pMXs-Sig10(M1)-Fc-IG,-,2,-,8301,95,104,outside_target_gene,TRUE,TRUE,1809,48,FALSE,FALSE
183723,pMXs-Sig10(M1)-Fc-IG,-,2,-,3678,4082,135,outside_target_gene,TRUE,TRUE,3062,1817,FALSE,FALSE
183723,pMXs-Sig10(M1)-Fc-IG,-,3,-,7544,8404,287,outside_target_gene,TRUE,TRUE,1052,134,FALSE,FALSE
183724,pMXs-Sig10(M2)-Fc-IG,-,1,+,2002,3762,587,outside_target_gene,TRUE,TRUE,1364,2158,FALSE,FALSE
183724,pMXs-Sig10(M2)-Fc-IG,-,2,+,3851,4264,138,outside_target_gene,TRUE,TRUE,3213,1656,FALSE,FALSE
183724,pMXs-Sig10(M2)-Fc-IG,1,2,+,5141,5872,244,spanning_target_gene,TRUE,TRUE,4503,48,TRUE,FALSE
183724,pMXs-Sig10(M2)-Fc-IG,-,3,+,1599,1934,112,outside_target_gene,TRUE,TRUE,961,3986,FALSE,FALSE
183724,pMXs-Sig10(M2)-Fc-IG,-,3,+,4041,4538,166,outside_target_gene,TRUE,TRUE,3403,1382,FALSE,FALSE
183724,pMXs-Sig10(M2)-Fc-IG,-,1,-,7565,8425,287,outside_target_gene,TRUE,TRUE,1052,134,FALSE,FALSE
183724,pMXs-Sig10(M2)-Fc-IG,-,1,-,3812,4147,112,outside_target_gene,TRUE,TRUE,3174,1773,FALSE,FALSE
183724,pMXs-Sig10(M2)-Fc-IG,-,2,-,3700,4104,135,outside_target_gene,TRUE,TRUE,3062,1816,FALSE,FALSE
183724,pMXs-Sig10(M2)-Fc-IG,-,3,-,8322,117,104,outside_target_gene,TRUE,TRUE,1809,48,FALSE,FALSE
183709,pAAV-CMV-rtTA-IRES-GFP-WPRE-pA,-,1,+,5662,6303,214,outside_target_gene,TRUE,TRUE,2234,13,FALSE,FALSE
183709,pAAV-CMV-rtTA-IRES-GFP-WPRE-pA,-,2,+,3383,4276,298,outside_target_gene,TRUE,TRUE,1590,2040,FALSE,FALSE
183709,pAAV-CMV-rtTA-IRES-GFP-WPRE-pA,-,2,+,5783,6334,184,outside_target_gene,TRUE,TRUE,2355,6511,FALSE,FALSE
183709,pAAV-CMV-rtTA-IRES-GFP-WPRE-pA,-,3,+,3687,3989,101,outside_target_gene,TRUE,TRUE,259,2327,FALSE,FALSE
183709,pAAV-CMV-rtTA-IRES-GFP-WPRE-pA,1,3,+,4893,5612,240,spanning_target_gene,TRUE,TRUE,1465,704,TRUE,FALSE
183709,pAAV-CMV-rtTA-IRES-GFP-WPRE-pA,-,2,-,827,1687,287,outside_target_gene,TRUE,TRUE,3928,4629,FALSE,FALSE
183751,pENTR-eGFP-attP(bxb)-*BsdR,1,1,+,952,1905,318,spanning_target_gene,TRUE,TRUE,2682,42,TRUE,FALSE
183751,pENTR-eGFP-attP(bxb)-*BsdR,-,2,+,1970,2536,189,outside_target_gene,TRUE,TRUE,798,47,FALSE,FALSE
183751,pENTR-eGFP-attP(bxb)-*BsdR,-,3,+,3012,3821,270,outside_target_gene,TRUE,TRUE,133,1064,FALSE,FALSE
183751,pENTR-eGFP-attP(bxb)-*BsdR,-,2,-,2114,2440,109,outside_target_gene,TRUE,TRUE,942,143,FALSE,FALSE
183722,pMXs-Sig10-Fc-IG,-,1,+,3829,4242,138,outside_target_gene,TRUE,TRUE,3213,1651,FALSE,FALSE
183722,pMXs-Sig10-Fc-IG,-,2,+,1577,1912,112,outside_target_gene,TRUE,TRUE,961,3981,FALSE,FALSE
183722,pMXs-Sig10-Fc-IG,-,2,+,4019,4516,166,outside_target_gene,TRUE,TRUE,3403,1377,FALSE,FALSE
183722,pMXs-Sig10-Fc-IG,1,2,+,5114,5845,244,spanning_target_gene,TRUE,TRUE,4498,48,TRUE,FALSE
183722,pMXs-Sig10-Fc-IG,-,3,+,1980,3740,587,outside_target_gene,TRUE,TRUE,1364,2153,FALSE,FALSE
183722,pMXs-Sig10-Fc-IG,-,1,-,3790,4125,112,outside_target_gene,TRUE,TRUE,3174,1768,FALSE,FALSE
183722,pMXs-Sig10-Fc-IG,-,2,-,8295,95,104,outside_target_gene,TRUE,TRUE,1809,48,FALSE,FALSE
183722,pMXs-Sig10-Fc-IG,-,2,-,3678,4082,135,outside_target_gene,TRUE,TRUE,3062,1811,FALSE,FALSE
183722,pMXs-Sig10-Fc-IG,-,3,-,7538,8398,287,outside_target_gene,TRUE,TRUE,1052,134,FALSE,FALSE
183725,pMXs-Sig10(DM)-Fc-IG,-,1,+,3829,4242,138,outside_target_gene,TRUE,TRUE,3213,1657,FALSE,FALSE
183725,pMXs-Sig10(DM)-Fc-IG,-,2,+,1577,1912,112,outside_target_gene,TRUE,TRUE,961,3987,FALSE,FALSE
183725,pMXs-Sig10(DM)-Fc-IG,-,2,+,4019,4516,166,outside_target_gene,TRUE,TRUE,3403,1383,FALSE,FALSE
183725,pMXs-Sig10(DM)-Fc-IG,1,2,+,5120,5851,244,spanning_target_gene,TRUE,TRUE,4504,48,TRUE,FALSE
183725,pMXs-Sig10(DM)-Fc-IG,-,3,+,1980,3740,587,outside_target_gene,TRUE,TRUE,1364,2159,FALSE,FALSE
183725,pMXs-Sig10(DM)-Fc-IG,-,1,-,3790,4125,112,outside_target_gene,TRUE,TRUE,3174,1774,FALSE,FALSE
183725,pMXs-Sig10(DM)-Fc-IG,-,2,-,8301,95,104,outside_target_gene,TRUE,TRUE,1809,48,FALSE,FALSE
183725,pMXs-Sig10(DM)-Fc-IG,-,2,-,3678,4082,135,outside_target_gene,TRUE,TRUE,3062,1817,FALSE,FALSE
183725,pMXs-Sig10(DM)-Fc-IG,-,3,-,7544,8404,287,outside_target_gene,TRUE,TRUE,1052,134,FALSE,FALSE
183790,Lenti-TargetBC-5xTAPE-1-pegRNA-InsertBC,-,1,+,2494,3264,257,outside_target_gene,TRUE,TRUE,542,4489,FALSE,FALSE
183790,Lenti-TargetBC-5xTAPE-1-pegRNA-InsertBC,-,2,+,5,316,104,outside_target_gene,TRUE,TRUE,549,7437,FALSE,FALSE
